"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 18 02:23:40 GMT 2025","Sat Oct 18 02:23:40 GMT 2025","1","","E2E","","github.com/hahaclassic/orpheon/backend/tests/e2e/TestSimpleE2E","TestSimpleE2E","TestSimpleE2E","Test cases for TestSimpleE2E"
"passed","Sat Oct 18 02:21:51 GMT 2025","Sat Oct 18 02:21:51 GMT 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/track/segment/TestTrackSegmentServiceSuite","TestTrackSegmentServiceSuite","TestTrackSegmentServiceSuite","Test cases for TestTrackSegmentServiceSuite"
"passed","Sat Oct 18 02:21:46 GMT 2025","Sat Oct 18 02:21:48 GMT 2025","1918","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/artist/assign/TestArtistAssignServiceSuite","TestArtistAssignServiceSuite","TestArtistAssignServiceSuite","Test cases for TestArtistAssignServiceSuite"
"passed","Sat Oct 18 02:21:44 GMT 2025","Sat Oct 18 02:21:44 GMT 2025","10","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/album/cover/TestCoverServiceSuite","TestCoverServiceSuite","TestCoverServiceSuite","Test cases for TestCoverServiceSuite"
"passed","Sat Oct 18 02:21:50 GMT 2025","Sat Oct 18 02:21:50 GMT 2025","1","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/track/audio/TestAudioFileServiceSuite","TestAudioFileServiceSuite","TestAudioFileServiceSuite","Test cases for TestAudioFileServiceSuite"
"passed","Sat Oct 18 02:21:51 GMT 2025","Sat Oct 18 02:21:51 GMT 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/stat/processor/TestListeningStatServiceSuite","TestListeningStatServiceSuite","TestListeningStatServiceSuite","Test cases for TestListeningStatServiceSuite"
"passed","Sat Oct 18 02:21:48 GMT 2025","Sat Oct 18 02:21:48 GMT 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/license/TestLicenseServiceSuite","TestLicenseServiceSuite","TestLicenseServiceSuite","Test cases for TestLicenseServiceSuite"
"passed","Sat Oct 18 02:21:44 GMT 2025","Sat Oct 18 02:21:44 GMT 2025","4","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/album/meta/TestMetaServiceSuite","TestMetaServiceSuite","TestMetaServiceSuite","Test cases for TestMetaServiceSuite"
"passed","Sat Oct 18 02:21:49 GMT 2025","Sat Oct 18 02:21:49 GMT 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/cover/TestPlaylistCoverServiceSuite","TestPlaylistCoverServiceSuite","TestPlaylistCoverServiceSuite","Test cases for TestPlaylistCoverServiceSuite"
"passed","Sat Oct 18 02:23:07 GMT 2025","Sat Oct 18 02:23:09 GMT 2025","2062","","Integration","","github.com/hahaclassic/orpheon/backend/tests/integration/TestAuthFlow","TestAuthFlow","TestAuthFlow","Test cases for TestAuthFlow"
"passed","Sat Oct 18 02:21:49 GMT 2025","Sat Oct 18 02:21:49 GMT 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/deleter/TestPlaylistDeleterSuite","TestPlaylistDeleterSuite","TestPlaylistDeleterSuite","Test cases for TestPlaylistDeleterSuite"
"passed","Sat Oct 18 02:21:43 GMT 2025","Sat Oct 18 02:21:43 GMT 2025","10","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/auth/TestAuthServiceSuite","TestAuthServiceSuite","TestAuthServiceSuite","Test cases for TestAuthServiceSuite"
"passed","Sat Oct 18 02:21:50 GMT 2025","Sat Oct 18 02:21:50 GMT 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/tracks/TestPlaylistTrackServiceSuite","TestPlaylistTrackServiceSuite","TestPlaylistTrackServiceSuite","Test cases for TestPlaylistTrackServiceSuite"
"passed","Sat Oct 18 02:23:09 GMT 2025","Sat Oct 18 02:23:09 GMT 2025","55","","Integration","","github.com/hahaclassic/orpheon/backend/tests/integration/TestUserPlaylistFlow","TestUserPlaylistFlow","TestUserPlaylistFlow","Test cases for TestUserPlaylistFlow"
"passed","Sat Oct 18 02:21:48 GMT 2025","Sat Oct 18 02:21:48 GMT 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/genre/assign/TestGenreAssignServiceSuite","TestGenreAssignServiceSuite","TestGenreAssignServiceSuite","Test cases for TestGenreAssignServiceSuite"
"passed","Sat Oct 18 02:23:09 GMT 2025","Sat Oct 18 02:23:09 GMT 2025","73","","Integration","","github.com/hahaclassic/orpheon/backend/tests/integration/TestTrackUploadFlow","TestTrackUploadFlow","TestTrackUploadFlow","Test cases for TestTrackUploadFlow"
"passed","Sat Oct 18 02:21:50 GMT 2025","Sat Oct 18 02:21:50 GMT 2025","5","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/search/TestSearchServiceSuite","TestSearchServiceSuite","TestSearchServiceSuite","Test cases for TestSearchServiceSuite"
"passed","Sat Oct 18 02:21:51 GMT 2025","Sat Oct 18 02:21:51 GMT 2025","0","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/stat/consumer/TestListeningEventConsumer_consumeListeningEvent","TestListeningEventConsumer_consumeListeningEvent","TestListeningEventConsumer_consumeListeningEvent","Test cases for TestListeningEventConsumer_consumeListeningEvent"
